Timestamp,File,Original_Bytes,Zlib_Compressed_Bytes,Zlib_Ratio,Neural_Compressed_Bytes,Neural_Ratio,Neural_Time_MS
2026-07-19 13:58:09,genomic,expanded_data_sequence_11.txt,5000000,1022.9133,1.2041,3.3352,1429.719
2026-07-19 13:58:09,genomic,sequence_file_3.fasta,262214,265.6677,1.2041,3.5477,70.4865
2026-07-19 13:58:10,csv,expanded_data_sequence_2.txt,5000000,1022.9133,1.2041,3.2923,1448.323
2026-07-19 13:58:12,csv,expanded_data_sequence_8.txt,5000000,1022.9133,1.2041,3.2033,1488.5902
2026-07-19 13:58:13,csv,expanded_data_sequence_9.txt,5000000,1022.9133,1.2041,3.2745,1456.2128
2026-07-19 13:58:15,csv,expanded_data_sequence_1.txt,5000000,1022.9133,1.2041,3.2622,1461.7054
2026-07-19 13:58:16,csv,expanded_data_sequence_13.txt,5000000,1022.9133,1.2041,3.2814,1453.1569
2026-07-19 13:58:18,csv,expanded_data_sequence_3.txt,5000000,1022.9133,1.2041,3.2724,1457.1443
2026-07-19 13:58:19,csv,expanded_data_sequence_10.txt,5000000,1022.9133,1.2041,3.166,1506.11
2026-07-19 13:58:21,csv,expanded_data_sequence_15.txt,5000000,1022.9133,1.2041,3.4294,1390.4567
2026-07-19 13:58:22,csv,expanded_data_sequence_4.txt,5000000,1022.9133,1.2041,3.3269,1433.265
2026-07-19 13:58:24,csv,expanded_data_sequence_17.txt,5000000,1022.9133,1.2041,3.2854,1451.3726
2026-07-19 13:58:25,csv,expanded_data_sequence_12.txt,5000000,1022.9133,1.2041,3.2822,1452.8031
2026-07-19 13:58:27,csv,expanded_data_sequence_14.txt,5000000,1022.9133,1.2041,3.178,1500.4385
2026-07-19 13:58:28,csv,expanded_data_sequence_6.txt,5000000,1022.9133,1.2041,3.2761,1455.5221
2026-07-19 13:58:30,csv,expanded_data_sequence_19.txt,5000000,1022.9133,1.2041,3.2314,1475.6446
2026-07-19 13:58:31,csv,expanded_data_sequence_7.txt,5000000,1022.9133,1.2041,3.165,1506.6161
2026-07-19 13:58:33,csv,expanded_data_sequence_16.txt,5000000,1022.9133,1.2041,3.3503,1423.2864
2026-07-19 13:58:34,csv,expanded_data_sequence_5.txt,5000000,1022.9133,1.2041,3.1984,1490.8848
2026-07-19 13:58:35,csv,expanded_data_sequence_18.txt,5000000,1022.9133,1.2041,3.3213,1435.6775
2026-07-19 13:58:37,csv,expanded_data_sequence_20.txt,5000000,1022.9133,1.2041,3.3499,1423.4383
2026-07-19 13:58:38,csv,expanded_data_sequence_11.txt,5000000,1022.9133,1.2041,3.2143,1483.4902
2026-07-19 13:58:40,sensor,expanded_data_sequence_2.txt,5000000,1022.9133,1.2041,3.3021,1444.0496
2026-07-19 13:58:41,sensor,expanded_data_sequence_8.txt,5000000,1022.9133,1.2041,3.262,1461.7908
2026-07-19 13:58:43,sensor,expanded_data_sequence_9.txt,5000000,1022.9133,1.2041,3.3364,1429.178
2026-07-19 13:58:44,sensor,expanded_data_sequence_1.txt,5000000,1022.9133,1.2041,3.334,1430.2344
2026-07-19 13:58:46,sensor,expanded_data_sequence_13.txt,5000000,1022.9133,1.2041,3.2693,1458.5257
2026-07-19 13:58:47,sensor,expanded_data_sequence_3.txt,5000000,1022.9133,1.2041,3.2917,1448.622
2026-07-19 13:58:49,sensor,expanded_data_sequence_10.txt,5000000,1022.9133,1.2041,3.1768,1500.9935
2026-07-19 13:58:50,sensor,expanded_data_sequence_15.txt,5000000,1022.9133,1.2041,3.2891,1449.7414
2026-07-19 13:58:52,sensor,expanded_data_sequence_4.txt,5000000,1022.9133,1.2041,3.2895,1449.5604
2026-07-19 13:58:53,sensor,expanded_data_sequence_17.txt,5000000,1022.9133,1.2041,3.349,1423.81
2026-07-19 13:58:55,sensor,expanded_data_sequence_12.txt,5000000,1022.9133,1.2041,3.3386,1428.2539
2026-07-19 13:58:56,sensor,expanded_data_sequence_14.txt,5000000,1022.9133,1.2041,3.1109,1532.8095
2026-07-19 13:58:58,sensor,expanded_data_sequence_6.txt,5000000,1022.9133,1.2041,3.2022,1489.0957
2026-07-19 13:58:59,sensor,expanded_data_sequence_19.txt,5000000,1022.9133,1.2041,3.1515,1513.0389
2026-07-19 13:59:01,sensor,expanded_data_sequence_7.txt,5000000,1022.9133,1.2041,3.4057,1400.0969
2026-07-19 13:59:02,sensor,expanded_data_sequence_16.txt,5000000,1022.9133,1.2041,3.3588,1419.6796
2026-07-19 13:59:04,sensor,expanded_data_sequence_5.txt,5000000,1022.9133,1.2041,3.2478,1468.1799
2026-07-19 13:59:05,sensor,expanded_data_sequence_18.txt,5000000,1022.9133,1.2041,3.3469,1424.7096
2026-07-19 13:59:07,sensor,expanded_data_sequence_20.txt,5000000,1022.9133,1.2041,3.3084,1441.303
2026-07-19 13:59:08,sensor,expanded_data_sequence_11.txt,5000000,1022.9133,1.2041,3.3601,1419.1024
2026-07-19 13:59:09,json,expanded_data_sequence_2.txt,5000000,1022.9133,1.2041,3.3255,1433.8806
2026-07-19 13:59:11,json,expanded_data_sequence_8.txt,5000000,1022.9133,1.2041,3.2718,1457.3941
2026-07-19 13:59:12,json,expanded_data_sequence_9.txt,5000000,1022.9133,1.2041,3.2711,1457.7091
2026-07-19 13:59:14,json,expanded_data_sequence_1.txt,5000000,1022.9133,1.2041,3.3129,1439.321
2026-07-19 13:59:15,json,expanded_data_sequence_13.txt,5000000,1022.9133,1.2041,3.2144,1483.4566
2026-07-19 13:59:17,json,expanded_data_sequence_3.txt,5000000,1022.9133,1.2041,3.3207,1435.9744
2026-07-19 13:59:18,json,expanded_data_sequence_10.txt,5000000,1022.9133,1.2041,3.3291,1432.3459
2026-07-19 13:59:20,json,expanded_data_sequence_15.txt,5000000,1022.9133,1.2041,3.3439,1425.982
2026-07-19 13:59:21,json,expanded_data_sequence_4.txt,5000000,1022.9133,1.2041,3.2505,1466.9652
2026-07-19 13:59:23,json,expanded_data_sequence_17.txt,5000000,1022.9133,1.2041,3.3673,1416.0812
2026-07-19 13:59:24,json,expanded_data_sequence_12.txt,5000000,1022.9133,1.2041,3.0548,1560.9326
2026-07-19 13:59:26,json,expanded_data_sequence_14.txt,5000000,1022.9133,1.2041,3.2101,1485.4407
2026-07-19 13:59:27,json,expanded_data_sequence_6.txt,5000000,1022.9133,1.2041,3.3869,1407.8698
2026-07-19 13:59:29,json,expanded_data_sequence_19.txt,5000000,1022.9133,1.2041,3.2398,1471.8232
2026-07-19 13:59:30,json,expanded_data_sequence_7.txt,5000000,1022.9133,1.2041,3.2363,1473.4123
2026-07-19 13:59:32,json,expanded_data_sequence_16.txt,5000000,1022.9133,1.2041,3.3519,1422.581
2026-07-19 13:59:33,json,expanded_data_sequence_5.txt,5000000,1022.9133,1.2041,3.1143,1531.1003
2026-07-19 13:59:35,json,expanded_data_sequence_18.txt,5000000,1022.9133,1.2041,3.1812,1498.9216
2026-07-19 13:59:36,json,expanded_data_sequence_20.txt,5000000,1022.9133,1.2041,3.2857,1451.2312
2026-07-19 13:59:38,json,expanded_data_sequence_11.txt,5000000,1022.9133,1.2041,3.4122,1397.4457
